ID;annee;titre;premiere_semaine;budget
9710;2007;Once;29314;150000
11800;2010;Monsters (2010);45565;150000
16455;2003;Evil Dead (Rep. 2003);36302;150000
20802;2020;A cœur battant;16233;162000
11;2008;Madagascar: Escape 2 Africa;1338230;150000000
19;2008;Hancock;1265163;150000000
21;2009;Angels & Demons;805694;150000000
24;2008;The Curious Case of Benjamin Button;826315;150000000
133;2007;Harry Potter and the Order of the Phoenix;2486291;150000000
139;2007;Transformers;956475;150000000
146;2007;Ratatouille;1951074;150000000
184;2007;Meet The Robinsons;116057;150000000
207;2007;Bee Movie;399704;150000000
208;2007;I Am Legend;1096518;150000000
329;2006;Casino Royale (2006);1260348;150000000
332;2006;X-Men: The Last Stand;1548582;150000000
341;2006;Mission: Impossible III;996860;150000000
700;2005;Harry Potter and the Goblet of Fire;3088796;150000000
704;2005;Charlie and the Chocolate Factory;766547;150000000
723;2005;Batman Begins;452777;150000000
1055;2004;Troy;813201;150000000
1406;2003;The Matrix Revolutions;2121172;150000000
1450;2003;Master and Commander: The Far Side of the World;391951;150000000
9747;2007;Beowulf (2007);240786;150000000
9976;2009;Night At the Museum II: Escape From the Smithsonian;638473;150000000
10012;2008;Bolt;727387;150000000
10153;2009;X-Men Origins : Wolverine;969755;150000000
10280;2010;The Wolf Man;214497;150000000
10730;2010;The Sorcerer's Apprentice;738442;150000000
10735;2011;Thor;895181;150000000
10837;2011;Kung Fu Panda: The Kaboom of Doom;865935;150000000
10842;2009;G-Force;329768;150000000
10852;2010;The Last Airbender;526009;150000000
12293;2012;Prometheus;812356;150000000
12418;2012;Dark Shadows;676890;150000000
12431;2012;Clash of the Titans 2: Wrath of the Titans;363480;150000000
13140;2013;Frozen;862291;150000000
13148;2013;White House Down;272508;150000000
13746;2015;Jurassic World;2087959;150000000
13874;2015;Mad Max: Fury Road;905012;150000000
14854;2015;Mission: Impossible - Rogue Nation;1233768;150000000
14860;2015;Pan;377115;150000000
15556;2016;Zootopia;1556396;150000000
15636;2016;Moana;1073991;150000000
15652;2016;The Great Wall;375857;150000000
15748;2017;War for the Planet of the Apes;1016520;150000000
15911;2017;Dunkirk;925204;150000000
17530;2019;Frozen II;2137267;150000000
17538;2018;Pacific Rim Uprising;331767;150000000
18749;2019;Pokemon Detective Pikachu;736574;150000000
21046;2021;Space Jam: A New Legacy;182763;150000000
21490;2021;Encanto;526906;150000000
22237;2023;Dungeons & Dragons: Honor Among Thieves;420168;150000000
22874;2023;Haunted Mansion;288762;150000000
13642;2013;We're the Millers;189452;150394119
18320;2022;Top Gun: Maverick;1529608;152000000
18563;2019;Captain Marvel;1254628;152000000
13546;2013;R.I.P.D.;138878;154000000
1;2010;The Chronicles of Narnia: The Voyage of the Dawn Treader;706165;155000000
103;2007;The Messengers;53396;16000000
123;2007;The Lookout;12386;16000000
168;2007;A Mighty Heart;100665;16000000
290;2007;Things We Lost in the Fire;24823;16000000
538;2006;The Texas Chainsaw Massacre : The Beginning;52189;16000000
934;2005;The Ice Harvest;38076;16000000
1341;2004;Soul Plane;41;16000000
1789;2002;Hollywood Ending;260804;16000000
1949;2002;The Weight of Water;37232;16000000
1960;2002;White Oleander;37406;16000000
2120;2001;Not Another Teen Movie;172477;16000000
2305;2001;Baby Boy;10421;16000000
2345;2001;Joe Dirt;480;16000000
2624;2000;Drowning Mona;9389;16000000
10545;2009;The Unborn;53698;16000000
10971;2009;Jennifer's Body;175555;16000000
11176;2010;Remember Me;219694;16000000
12599;2012;Moonrise Kingdom;212003;16000000
14941;2014;Lingaa;5272;16000000
18635;2018;Second Act;75771;16000000
20686;2020;Peninsula;107865;16000000
21036;2021;Nobody;80440;16000000
21466;2022;The Black Phone;136339;16000000
22849;2023;Insidious: The Red Door;306107;16000000
11467;2010;Enter The Void;19878;17280000
12423;2011;Hollywoo;733365;17280000
13234;2013;Vive la France;464280;17282205,36
1184;2004;Atomik Circus, le retour de James Bataille;141753;17282448,36
44;2007;Pars vite et reviens tard;420262;17308960,2
13577;2013;Zulu (2013);137545;17529009,12
21037;2021;Mystère à Saint-Tropez;116540;17539200
12253;2011;Bienvenue à bord (2011);549947;17604000
10989;2010;Gainsbourg - (vie héroïque);511713;17609179,68
15910;2016;Papa ou maman 2;391706;17687890,08
19993;2019;Good Newwz;683;16403000
1172;2004;Five Children And It;77079;16413562
1685;2003;The Statement;815;16439106
455;2006;The Illusionist;142608;16500000
10167;2008;The Women;61459;16500000
13547;2013;The Immigrant;146077;16500000
11268;2010;Imogène McCarthery;250700;17938800
2082;2001;Tanguy;883961;18079200
21469;2022;Simone - Le voyage du siècle;486242;18079200
566;2006;Fur : An Imaginary Portrait of Diane Arbus;23348;16800000
19561;2019;Super 30;349;16824000
20977;2020;Promising Young Woman;45320;16900000
18329;2018;Un Peuple et son roi;133296;18252000
21700;2022;Notre-Dame brûle;388293;18252000
9741;2007;Les Deux mondes;231637;18301454,28
18084;2019;Qu'est-ce qu'on a encore fait au Bon Dieu ?;2153093;18316800
14990;2015;Les Profs 2;1180383;18317283,84
20758;2021;Les Tuche 4;852098;18327600
9968;2007;Big City;102860;18344405,88
13017;2013;En Solitaire;323245;18346780,8
116;2007;Shrek the Third;1751471;160000000
1077;2004;Van Helsing;774565;160000000
11001;2010;Inception;1305534;160000000
11375;2011;X-Men: First Class;937704;160000000
12716;2013;Fast & Furious 6;1546806;160000000
12883;2015;The Hunger Games: Mockingjay, Part 2;1231013;160000000
13414;2014;Godzilla (2014);720996;160000000
14775;2016;Warcraft;667123;160000000
16412;2017;Beauty and the Beast (2017);1281588;160000000
18243;2019;Spider-Man: Far from Home;1370178;160000000
20701;2020;Inception (10th Anniversary);29323;160000000
17347;2018;Ant-Man and the Wasp;713011;162000000
11347;2011;Cowboys & Aliens;453467;163000000
1075;2004;The Polar Express;278455;165000000
10368;2010;Shrek Forever After;1722859;165000000
10534;2009;Monsters vs. Aliens;314696;165000000
11040;2010;How to Train Your Dragon;674114;165000000
12988;2012;Wreck-It Ralph;318656;165000000
13474;2014;Interstellar;1071360;165000000
13645;2016;Independence Day Resurgence;666332;165000000
14213;2014;Big Hero 6;608980;165000000
15628;2016;Doctor Strange;1001793;165000000
19577;2021;Dune (2021);1030687;165000000
20222;2022;Jurassic World: Dominion;1299065;165000000
23006;2023;Napoleon (2023);764419;165000000
23588;2024;Dune (2021) (Rep. 2024);78390;165000000
12736;2011;Bellflower;15825;17000
142;2007;Smokin' Aces;60246;17000000
503;2006;Zwartboek (Black Book);59797;17000000
558;2006;Running Scared (2006);43074;17000000
1168;2004;Mean Girls;145101;17000000
1614;2003;Jeepers Creepers 2;52618;17000000
1641;2003;Veronica Guerin;24450;17000000
1775;2002;40 Days and 40 Nights;377363;17000000
1913;2002;They;71935;17000000
2105;2001;The Others;434397;17000000
2254;2001;Replicant;71059;17000000
10834;2009;Away We Go;107127;17000000
11075;2010;Brooklyn's Finest;192641;17000000
11082;2010;Saw VII 3D;337425;17000000
11257;2011;Beastly;93524;17000000
13027;2012;Pitch Perfect;71237;17000000
13132;2013;Evil Dead (2013);170913;17000000
13548;2013;Machete Kills;86223;17000000
14441;2014;Let's Be Cops;74099;17000000
15878;2016;Genius;45216;17000000
15899;2016;The Shallows;260331;17000000
17874;2018;Love, Simon;93548;17000000
17886;2018;A Quiet Place;232862;17000000
22354;2022;Smile;226686;17000000
22660;2022;The Amazing Maurice;56867;17000000
21006;2021;Le Trésor du Petit Nicolas;148775;18360000
10051;2008;Les Femmes de l'ombre;285711;18493844,4
16779;2017;À bras ouverts;411403;18591560,64
2434;2000;Le Prince du Pacifique;300186;18662400
13229;2013;Casse-tête chinois;513407;18673200
27;2007;Taxi 4;2010736;18701854,56
18565;2018;Rémi sans famille;239526;18846000
12329;2011;Tinker, Tailor, Soldier, Spy;277172;18889457,04
13021;2013;Boule et Bill;871475;18898004,16
1211;2005;Hotel Rwanda;53785;17500000
13830;2013;Black Nativity;469;17500000
16444;2016;Demain tout commence;626789;18943806,96
1766;2002;Le Raid;635051;19126800
384;2006;Les Brigades du tigre;407863;19234800
1070;2004;Rrrrrrr!!!;931372;19245687,48
1879;2002;Callas Forever;84449;17860000
10875;2009;L'Affaire Farewell;259383;19299600
16657;2017;Rock n Roll;630004;19394736,12
10963;2010;Tron: Legacy;475032;170000000
11906;2011;Hugo;371751;170000000
12465;2012;Snow White and the Huntsman;706260;170000000
12958;2013;Thor: The Dark World;1159433;170000000
13408;2014;Captain America: The Winter Soldier;769959;170000000
13410;2014;Dawn of the Planet of the Apes;1746921;170000000
13412;2014;Guardians of the Galaxy;873264;170000000
14498;2015;Terminator: Genisys;666495;170000000
14883;2016;Alice in Wonderland 2: Through the Looking Glass;455543;170000000
17223;2018;Jurassic World: Fallen Kingdom;1396911;170000000
18168;2019;Dumbo (2019);550574;170000000
18319;2019;Godzilla: King of the Monsters;342574;170000000
9;2008;The Mummy: Tomb of the Dragon Emperor;695628;175000000
150;2007;Evan Almighty;150994;175000000
1415;2003;Bad Boys II;689293;175000000
10347;2009;Up;1301980;175000000
10613;2009;G.I. Joe: The Rise of Cobra;463111;175000000
13498;2015;Jupiter Ascending;363580;175000000
13672;2013;47 Ronin;154314;175000000
14882;2016;The Jungle Book (2016);1302847;175000000
14890;2016;Suicide Squad;1108407;175000000
14951;2015;Inside Out;787437;175000000
16452;2017;Cars 3;950353;175000000
16620;2017;Spider-Man: Homecoming;981189;175000000
16660;2017;King Arthur: Legend of the Sword;362905;175000000
17345;2018;Ready Player One;889788;175000000
17731;2018;Ralph Breaks the Internet: Wreck-It Ralph 2;891596;175000000
18169;2020;Dolittle;416180;175000000
19588;2021;Shang Chi and the Legend of the Ten Rings;481173;175000000
22586;2023;Wish;628897;175000000
13411;2014;Edge of Tomorrow;425198;178000000
14850;2016;X-Men: Apocalypse;902696;178000000
17348;2018;Mission: Impossible - Fallout;1169669;178000000
377;2006;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;353997;18000000
594;2006;John Tucker Must Die;2037;18000000
824;2005;The Family Stone;189085;18000000
906;2005;The Fog;73105;18000000
1489;2003;Anything Else;189224;18000000
1496;2003;Honey;148345;18000000
1613;2003;Bad Santa;50832;18000000
1622;2003;Just Married;42058;18000000
1668;2003;Under the Tuscan Sun;8940;18000000
1683;2003;Good Boy!;871;18000000
1957;2002;The Salton Sea;31884;18000000
2010;2002;Orange County;227;18000000
2158;2001;The Tailor of Panama;140875;18000000
2173;2001;Legally Blonde;121380;18000000
2226;2001;One Night At McCool's;92944;18000000
2281;2001;Life as a House;46522;18000000
2435;2000;Small Time Crooks;369372;18000000
9937;2007;The Mist;24100;18000000
9985;2008;RocknRolla;54387;18000000
10017;2008;Meet the Spartans;29260;18000000
10096;2008;Prom Night (2008);50484;18000000
10763;2009;Los Abrazos rotos (Broken Embraces);295775;18000000
10789;2009;Fame (2009);284464;18000000
10805;2009;I Love You, Beth Cooper;2454;18000000
10827;2009;Das Weisse Band (The White Ribbon);164012;18000000
11124;2010;Youth in Revolt;63189;18000000
11140;2010;The Last Station;5515;18000000
11526;2002;Amadeus (The Director's Cut);9018;18000000
11668;2011;127 Hours;205262;18000000
12520;2012;Titanic (3D);498212;18000000
13563;2013;Blue Jasmine;494375;18000000
13766;2014;Labor Day;29287;18000000
13782;2013;Metallica Through the Never;23085;18000000
13955;2014;Neighbors (2014);309858;18000000
14591;2014;Birdman;263105;18000000
15219;2015;Ricki and the Flash;54664;18000000
15639;2016;Norm of the North;259795;18000000
15657;2016;My Big Fat Greek Wedding 2;23626;18000000
15739;2016;Midnight Special;132693;18000000
15855;2017;T2: Trainspotting;75702;18000000
16728;2017;The Circle;154698;18000000
18841;2019;A Dog’s Way Home;17057;18000000
19812;2019;Queen & Slim;61717;18000000
20863;2021;The Forever Purge;173729;18000000
21007;2021;Old;105841;18000000
22336;2022;Bones and All;38761;18000000
22709;2023;The Pope's Exorcist;162899;18000000
23155;2023;Priscilla;144773;18000000
11429;2010;Carlos;21794;19440000
12924;2013;Passion (2013);74253;19440911,52
1087;2004;Arsène Lupin;444610;19515600
717;2005;Joyeux Noël;606009;19603959,12
16594;2017;Un sac de billes (2017);406076;19633307,04
12891;2012;The Tall Man;208628;18200000
513;2006;L'Entente cordiale;102968;19668417,84
20767;2021;OSS 117: Alerte rouge en Afrique noire;685878;19818000
16064;2016;Miss Sloane;60650;19832292,72
10731;2009;The Invention of Lying;7781;18500000
9963;2008;L'Emmerdeur (2008);144299;20042657,28
18331;2019;Nicky Larson et le parfum de Cupidon;630013;20088000
1057;2004;L'Enquête corse;679754;20123516,88
12421;2011;Les Lyonnais;460207;20174633,28
17553;2018;Gaston Lagaffe;236756;20271600
18032;2018;Le Grand Bain;1527394;20455200
1143;2004;Les Fils du vent;324144;20463858,36
10992;2010;Splice;137963;18961587
702;2005;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;1813554;180000000
9883;2008;Wall-E;925900;180000000
13413;2014;Maleficent;627607;180000000
14852;2017;Thor : Ragnarok;1140386;180000000
15601;2016;Fantastic Beasts and Where to Find Them;1420401;180000000
15607;2016;The Legend of Tarzan;492673;180000000
17551;2018;Aquaman;940003;180000000
1084;2004;Alexander;555074;196149600
18171;2019;Aladdin (2019);563243;183000000
5;2008;Indiana Jones and the Kingdom of the Crystal Skull;1674041;185000000
7;2008;The Dark Knight;1271688;185000000
10108;2009;Terminator Salvation: The Future Begins;756323;185000000
11132;2013;Star Trek Into Darkness;433073;185000000
12286;2012;Brave;955285;185000000
15447;2016;Star Trek Beyond;344813;185000000
16339;2017;Blade Runner 2049;544508;185000000
18637;2019;Terminator: Dark Fate;449453;185000000
19073;2019;Maleficent: Mistress of Evil;786485;185000000
20754;2022;The Batman;1165588;185000000
20864;2021;The Suicide Squad;256516;185000000
21347;2022;Black Adam;713308;185000000
144;2007;Vacancy;53122;19000000
284;2007;Gone Baby Gone;134071;19000000
539;2006;American Dreamz;55077;19000000
797;2005;The Amityville Horror (2005);242068;19000000
816;2005;The Exorcism of Emily Rose;168625;19000000
1335;2004;Without a Paddle;603;19000000
1932;2003;Adaptation;44194;19000000
2403;2000;Scary Movie;1438991;19000000
10389;2009;Friday the 13th (2009);78164;19000000
11123;2010;Leap Year;9321;19000000
11308;2010;The Switch;98680;19000000
11801;2011;The Beaver;91336;19000000
14770;2014;A Most Violent Year;173590;19000000
15392;2015;Pawn Sacrifice;42290;19000000
15938;2016;Florence Foster Jenkins;55876;19000000
15944;2016;Sausage Party;39915;19000000
17232;2017;Girls Trip;60035;19000000
17320;2017;Flatliners (2017);143410;19000000
1105;2004;People Jet Set 2;413755;20520000
10275;2009;Cinéman;216142;20520000
9728;2008;Disco;1150993;20532516,12
12827;2012;On The Road;150754;20824489,8
15554;2016;Chocolat (2016);619509;20841817,32
495;2006;The Painted Veil;84934;19400000
2476;2000;Le Roi danse;148490;20952000
9891;2008;Taken;291414;20960359,2
15267;2015;L'Ombre des femmes;30491;20974622,76
19320;2019;Kalank;2714;19423000
463;2006;O Jérusalem;140834;20984400
10602;2009;Coco avant Chanel;443370;20985199,2
15530;2015;The Secret in their Eyes;15627;19500000
17356;2017;The Shape of Water;334932;19500000
13801;2014;Jack et la mécanique du cœur;195432;21119803,92
732;2005;Les Chevaliers du ciel;622019;21177995,4
17248;2017;Au revoir là-haut;550185;21326033,16
18270;2018;Alad'2;851973;21384000
12427;2012;CloClo;1006479;21399412,68
1067;2004;Double zéro;657839;21405600
21045;2021;Benedetta;111255;21416400
13662;2013;Gibraltar;157787;21429869,76
12982;2012;Stars 80;526445;21550247,64
10890;2010;La Rafle;812932;21574296
11084;2010;L'Immortel;475510;21596292,36
206;2007;His Dark Materials: The Golden Compass;769581;190000000
12596;2013;World War Z;1209900;190000000
13067;2013;Pacific Rim;510094;190000000
13552;2015;Furious 7;2158508;190000000
13808;2015;Tomorrowland;418815;190000000
16008;2017;Kong: Skull Island;625572;190000000
19943;2021;The Matrix Resurrections;513133;190000000
21836;2024;Dune: Part Two;1383999;190000000
10737;2011;Transformers: Dark of the Moon;1315020;195000000
12541;2013;Jack the Giant Slayer;300004;195000000
13668;2015;The Good Dinosaur;497602;195000000
18511;2019;Alita: Battle Angel;782778;195000000
22295;2023;Transformers: Rise of the Beasts;451052;195000000
15750;2017;Valérian et la Cité des Mille Planètes;1640681;213269410,1
31;2006;Das Leben der Anderen (The Lives of Others);135858;2000000
909;2005;Paradise Now;30175;2000000
1608;2003;Thirteen;34217;2000000
1955;2002;Full Frontal;38841;2000000
2647;2000;Hamlet (2000);3197;2000000
9905;2007;This is England;45132;2000000
10332;2008;Diary of the Dead;82767;2000000
11298;2009;El Secreto de Sus Ojos (The Secret in Their Eyes);72087;2000000
11431;2010;Winter's Bone;35752;2000000
11657;2010;Howl;2347;2000000
11690;2010;Inside Job;16550;2000000
12306;2011;Meek's Cutoff;15699;2000000
12449;2002;The Great Dictator (Rep. 2002);71350;2000000
12934;2012;Hit & Run;68987;2000000
13418;2013;Spring Breakers;277968;2000000
14165;2014;God's Not Dead;7101;2000000
15001;2015;It Follows;68385;2000000
15314;2015;The Gallows;68730;2000000
16303;2016;Certain Women;16092;2000000
17281;2017;Krotkaya (A Gentle Creature);17512;2000000
17431;2017;The Florida Project;44897;2000000
18792;2019;Arctic;31579;2000000
19876;2006;Sherrybaby;4352;2000000
21073;2021;Minari;22413;2000000
23101;2018;Little Forest;2500;2000000
472;2006;Bamako;47089;2160000
1871;2002;Irène;68360;2160000
11170;2010;La Horde;48098;2160000
12228;2010;Lourdes;20256;2160000
12321;2011;Des vents contraires;140094;2160000
12680;2012;Une bouteille à la mer (2012);46615;2160000
16503;2016;Le Gang des Antillais;18079;2160000
20640;2020;La Forêt de mon père;4542;2160000
21976;2022;Rien à foutre;53656;2160000
10217;2008;Dans la vie;28185;2167472,52
12678;2011;Hors Satan;12837;2181600
10575;2008;Louise-Michel;112158;2188239,84
901;2005;Nèg maron;42211;2192400
11781;2011;Contre toi;16551;2193593,4
14338;2014;Tristesse Club;24381;2222906,76
19782;2019;Les Misérables (2019);559378;2246400
15353;2015;Amnesia;30518;2082767
1498;2003;Il est plus facile pour un chameau;123412;2268000
10442;2008;Rumba;40609;2268000
11225;2010;Ca commence par la fin;23561;2268000
14671;2002;Fais-moi des vacances;24642;2268000
15017;2015;Dancing Arabs (A Borrowed Identity);30125;2268000
16929;2003;Un homme sans l'Occident;17179;2268000
16988;2017;Paris pieds nus;23453;2268000
22713;2023;Arrête avec tes mensonges;48547;2268000
14131;2013;Gloria;60074;2107925
16917;2002;Une pure coïncidence;15275;2278800
14964;2015;Rendez-vous à Atlit;15668;2282397,48
10227;2008;Le Voyage aux Pyrénées;62171;2288470,32
532;2006;Flandres;32293;2289600
498;2006;Transylvania;52847;2300400
10244;2008;Sagan;197375;2306850,84
17578;2017;Diane a les épaules;20367;2311586,64
11780;2010;Holiday;50045;2328467,04
1200;2004;Viva Laldjerie;60396;2332800
19627;2019;Atlantique;32846;2332800
19628;2019;Bacurau;42605;2332800
13912;2014;Lulu, femme nue;129825;2334950,28
14199;2014;Eastern Boys;18285;2335348,8
18517;2018;Shéhérazade (2018;50283;2343600
22619;2023;Les Survivants (2023);38064;2343600
14210;2014;Je m'appelle Hmmm...;2033;2344675,68
12869;2012;Journal de France;20661;2346661,8
10029;2008;Frontière(s);54605;2348308,8
71;2007;Très bien merci;70742;2365200
835;2005;Je ne suis pas là pour être aimé;64269;2365200
9751;2007;Un baiser s'il vous plaît;78633;2367556,56
15475;2015;La Glace et le Ciel;26024;2370388,32
10818;2001;Tillsammans (Together);33495;2200000
11315;2009;La Femme invisible;4703;2376000
11425;2010;Nannerl, Soeur de Mozart;22593;2376000
12704;2012;La Désintégration;20956;2376000
14684;2003;Livraison à domicile;44398;2376000
16481;2016;La Fine équipe;13666;2376000
21059;2021;L'Etreinte;9818;2376000
451;2006;Dans Paris;84236;2386800
848;2005;Crustacés et coquillages;66193;2408400
22164;2022;Arthur Malédiction;121393;2419200
10257;2008;Des poupées et des anges;11093;2429479,44
14665;2002;Sexes très opposés;35032;2440800
9868;2007;La Question humaine;32256;2448300,6
1552;2003;Depuis qu'Otar est parti;30208;2462400
9872;2007;24 mesures;13002;2464040,52
13755;2013;Sur le chemin de l'école;119308;2467140,12
1564;2003;Après la vie (La trilogie 3);17800;2473200
1914;2002;Total Kheops;51011;2473200
1962;2002;17 fois Cécile Cassard;17105;2473200
2196;2001;La Ville est tranquille;62604;2473200
2213;2001;Inch' Allah dimanche;37848;2484000
11131;2009;Le Père de mes enfants;27632;2484000
15934;2016;Irréprochable;55338;2484000
16476;2002;La Maîtresse en maillot de bain;18057;2484000
17245;2017;Crash Test Aglaé;49046;2484000
20205;2020;Mine de rien;84133;2484000
21932;2022;Le Monde d'hier;43740;2484000
11708;2010;Pieds nus sur les limaces;38657;2488407,48
10691;2009;Pour un fils;3629;2501133,12
14894;2014;Timbuktu;180826;2514061,8
427;2006;Lady Chatterley;45223;2330000
1521;2003;Un couple épatant (La trilogie 1);71760;2527200
1558;2003;Cavale (La trilogie 2);35310;2527200
10406;2008;Versailles;37013;2527706,52
16991;2017;Corporate;82630;2531621,52
9920;2007;Eden Log;14615;2537906,04
105;2007;Nue propriété;28565;2538000
15678;2016;Bang Gang (une histoire d'amour moderne);20116;2538000
1222;2004;Les Amateurs;77947;2559600
12004;2011;Jimmy Rivière;9237;2559600
10558;2008;Stella (2008);31470;2570960,52
1213;2004;Violence des échanges en milieu tempéré;44452;2581200
14418;2014;Boyhood;70138;2400000
17112;2017;It Comes At Night;85708;2400000
19309;2005;Kebab connection;1487;2400000
102;2007;Le Candidat;40156;2592000
16773;2017;Les Derniers Parisiens;17179;2592000
17637;2017;L'Insulte;41762;2597442,12
12027;2011;Bonobos;47133;2605001,04
13979;2013;La Jalousie;14065;2606216,04
9914;2007;Le Premier cri;138773;2633248,44
1588;2003;Ce jour-là;40854;2635200
16039;2016;Divines;106156;2635200
12212;2011;Pourquoi tu pleures ?;77089;2642021,28
925;2005;Free Zone;31502;2450000
2660;2000;Boesman and Lena;1313;2450000
9762;2007;Délice Paloma;30716;2647843,56
15389;2015;Ni le ciel ni la terre;18127;2650179,6
10183;2007;Nos amis les Terriens;31303;2667600
10293;2008;Entre les murs;447015;2672109
1566;2003;Le Chien, le général et les oiseaux;30812;2678400
1859;2002;Filles perdues, cheveux gras;132932;2678400
11675;2010;Simon Werner a disparu;48033;2678400
14682;2014;Marie Heurtin;83670;2687629,68
518;2006;Marock;63290;2689200
11359;2005;Les Mauvais joueurs;28042;2689200
17279;2017;Djam;30200;2689200
14688;2014;Geronimo (2014);31312;2693347,2
17246;2017;Lola Pater;46456;2697628,32
14918;2014;Qu'Allah bénisse la France;75089;2698120,8
1163;2004;Garden State;134036;2500000
1255;2003;The Mother;22753;2500000
1501;2003;In the Cut;135900;2500000
2626;2000;Jesus' Son;1998;2500000
9942;2007;Juno;182134;2500000
10162;2008;Beaufort;6901;2500000
10444;2008;Religulous;7691;2500000
12443;2011;The Way;41156;2500000
13725;2013;The Spectacular Now;10093;2500000
15016;2014;Le meraviglie (The Wonders);55667;2500000
117;2007;A l'intérieur;36266;2700000
920;2005;Akoibon;49683;2700000
1592;2003;Haute tension;93308;2700000
11226;2010;Mammuth;200405;2700000
12422;2011;Americano;15521;2700000
14434;2014;La Dune;8847;2700000
15581;2015;Le Grand jeu (2015);43381;2700000
18239;2018;Roulez jeunesse;73707;2700000
18265;2018;Kona fer í stríð (Woman at War);44167;2700000
22710;2023;Les Gardiennes de la planète;32892;2700000
13440;2013;Goodbye Morocco;13184;2700105,84
13757;2013;Les Conquérants;12499;2702631,96
514;2006;Hell;71287;2710800
22014;2022;Trois fois rien;55960;2721600
13241;2012;Une Estonienne à Paris;20502;2723652
16216;2003;Raja;25151;2732400
11713;2010;Le Nom des gens;195141;2733349,32
109;2007;Dans les cordes (2007);15089;2743200
15379;2015;Love;16961;2755040,04
21198;2021;Méandre;35961;2764800
904;2005;Avant qu'il ne soit trop tard;60406;2775600
15465;2015;Fatima;66812;2779083
2170;2001;Dieu est grand, je suis toute petite;163282;2786400
1547;2002;Jian gui (The Eye);115376;2600000
2545;2000;La Confusion des genres;52992;2808000
11051;2009;Gamines;39147;2808000
14217;2014;My Sweet Pepper Land;41745;2808000
18301;2018;Guy;74739;2808000
11498;2010;Joseph et la fille;12670;2817838,8
10573;2009;Commis d'office;33763;2824663,32
2204;2001;L'Emploi du temps;71132;2829600
14663;2002;Bloody Mallory;27175;2829600
21359;2021;Les Méchants;77098;2829600
19587;2019;Je promets d'être sage;58372;2862000
10315;2008;Les Murs porteurs;7389;2867614,92
10018;2008;Les Hauts murs;24398;2884203,72
1289;2004;Before Sunset;11391;2700000
15839;2016;Parched;41177;2700000
1224;2004;Ma mère;63183;2916000
12635;2012;Le Fils de l'autre;88017;2916000
19593;2019;Une fille facile;45097;2916000
20167;2020;Les Parfums;121018;2916000
20744;2020;Josep;61028;2916000
22012;2022;À plein temps;100254;2916000
22778;2023;38°5 quai des orfèvres;45576;2916000
16005;2016;La Taularde;96119;2926800
1533;2003;Le Tango des Rashevski;62814;2937600
9950;2008;Le Voyage du ballon rouge;9809;2937812,76
14970;2015;The Smell of Us;13460;2941054,92
13192;2013;Rue Mandar;83954;2941453,44
15009;2015;L'Art de la fugue;53388;2946910,68
14201;2014;Dark Touch;20052;2947905,36
1675;2003;En territoire indien;4385;2959200
11150;2010;Paranormal Activity 2;377068;2750000
1998;2002;Jojo la frite;1885;2991600
13754;2013;The Wizard of Oz (3D/IMAX);121;2777000
15448;2015;Les Deux amis;45992;3010384,44
508;2006;A Cock and Bull Story;25500;2800000
961;2005;Hustle and Flow;11702;2800000
10568;2008;The Crimson Wing;154926;2800000
10973;2009;La Doppia Ora (Double Hour);8677;2800000
17908;2018;Midnight Sun;49648;2800000
18194;2017;Toilet: Ek Prem Katha;378;2800000
473;2006;Le Pressentiment;76590;3024000
719;2005;La Marche de l'empereur;447512;3024000
881;2005;La Petite chartreuse;45580;3024000
21202;2021;Petite maman;31167;3024000
15347;2015;Les Chaises musicales;31881;3026048,76
10199;2008;Affaire de famille;102699;3030481,08
1515;2003;Toutes les filles sont folles;131957;3034800
159;2007;La Vie d'artiste;50605;3055849,2
9897;2008;J'ai toujours rêvé d'être un gangster;79238;3056400
13560;2013;La Fleur de l'âge;89871;3058082,64
10155;2008;Mèche Blanche, les aventures du petit castor;25284;3064612,32
14132;2014;Les Grandes Ondes;24017;3067200
10133;2007;Boarding Gate;37679;3070558,8
10459;2009;Parc;4012;3070853,64
1857;2002;Yadon ilaheyya (Divine Intervention);81267;2860000
13178;2013;Camille Claudel 1915;44536;3095457,12
15643;2016;Arrêtez-moi là;38742;3100043,88
15440;2015;Le Grand jour;29028;3108732,48
10355;2004;Poids léger;13807;3115769,76
2307;2001;Les Ames calines;13708;2900000
10472;2008;Mýrin (Jar City);28782;2900000
11637;2005;Cinderella (Rep. 2005);114913;2900000
2414;2000;Harry, un ami qui vous veut du bien;60318;3132000
2446;2000;Promenons-nous dans les bois;169232;3132000
18031;2018;Comme des rois (2018);42393;3132000
18822;2019;Un beau voyou;33521;3132000
20655;2020;Adorables;69567;3132000
22031;2022;En même temps;70112;3132000
15271;2015;Valley of Love;79429;3132676,08
10889;2010;La Meute;21898;3133973,16
17764;2018;Ami-ami;99573;3136181,76
2270;2001;Change moi ma vie;44610;3142800
14364;2014;Du goudron et des plumes;28358;3143035,44
15402;2015;La Volante;65592;3144749,4
10097;2008;La Fabrique des sentiments;53087;3150814,68
12473;2002;Parlez-moi d'amour;33266;3153600
19115;2019;Synonymes;20563;3153600
16353;2016;Poesía Sin Fin;15326;3156303,24
129;2007;Je déteste les enfants des autres;140521;3186000
