ID,France,USA,GB,Autre_pays
28919,False,False,False,True
28920,False,False,False,True
28921,False,False,False,True
28927,True,False,False,False
28930,False,False,False,True
28931,False,False,False,True
28933,False,False,False,True
28936,True,False,False,False
28937,False,False,False,True
28938,False,False,False,True
28941,False,False,False,True
28948,False,False,False,True
28953,True,False,False,False
28954,False,False,False,True
28958,False,False,False,True
28963,False,False,False,True
28967,False,False,False,True
28968,False,False,True,False
28977,True,False,False,False
28981,False,False,False,True
28983,False,False,False,True
28999,False,False,False,True
29002,True,False,False,False
29004,False,False,True,False
29005,False,False,False,True
29006,False,False,False,True
29007,False,False,False,True
29008,False,False,False,True
29014,False,False,False,True
29023,True,False,False,False
29024,False,False,False,True
29025,True,False,False,False
29027,False,False,False,True
29039,False,False,False,True
29044,True,False,False,False
29057,False,False,False,True
29062,False,False,False,True
29063,False,False,False,True
29064,True,False,False,False
29065,False,False,False,True
29068,False,False,False,True
29069,False,False,True,False
29071,False,False,False,True
29072,True,False,False,False
29078,True,False,False,False
29082,False,False,False,True
29085,False,False,True,False
29087,False,False,False,True
29104,True,False,False,False
29113,False,False,False,True
29117,False,False,False,True
29126,False,False,False,True
29131,True,False,False,False
29137,False,False,True,False
29138,True,False,False,False
29139,False,False,False,True
29140,False,False,False,True
29144,False,False,False,True
29146,False,False,False,True
29150,False,False,False,True
29156,False,False,False,True
29157,False,False,False,True
29162,False,False,False,True
29166,True,False,False,False
29167,False,False,False,True
29168,False,False,False,True
29173,False,False,False,True
29175,False,False,False,True
29179,True,False,False,False
29188,False,False,False,True
29189,False,False,False,True
29194,True,False,False,False
29196,True,False,False,False
29197,True,False,False,False
29202,False,False,False,True
29207,False,False,False,True
29208,False,False,False,True
29217,True,False,False,False
29222,True,False,False,False
29225,False,False,False,True
29232,False,False,False,True
29233,False,False,False,True
29240,False,False,False,True
29242,False,False,False,True
29251,True,False,False,False
29252,True,False,False,False
29253,False,False,True,False
29260,False,False,False,True
29264,True,False,False,False
29270,True,False,False,False
29274,False,False,False,True
29275,False,False,False,True
29276,False,False,False,True
29277,True,False,False,False
29279,False,False,False,True
29280,False,False,False,True
29284,False,False,False,True
29290,True,False,False,False
29291,False,False,False,True
29294,False,False,False,True
29295,False,False,False,True
29296,False,False,False,True
29298,False,False,False,True
29302,False,False,False,True
29304,False,False,False,True
29306,True,False,False,False
29307,False,False,False,True
29310,True,False,False,False
29314,False,False,False,True
29322,False,False,False,True
29342,False,False,False,True
29345,False,False,False,True
29347,True,False,False,False
29358,True,False,False,False
29362,False,False,False,True
29366,True,False,False,False
29368,True,False,False,False
29370,True,False,False,False
29371,False,False,False,True
29378,True,False,False,False
29387,True,False,False,False
29718,False,False,False,True
29806,True,False,False,False
29808,True,False,False,False
29943,False,False,False,True
29965,True,False,False,False
30095,True,False,False,False
30318,False,False,False,True
31057,False,False,False,True
31733,False,False,True,False
31992,True,False,False,False
32239,False,False,False,True
32253,False,False,False,True
32282,False,False,False,True
32333,False,False,False,True
32458,False,False,True,False
32488,True,False,False,False
32517,True,False,False,False
32547,False,False,False,True
32630,False,False,False,True
32636,True,False,False,False
32678,False,False,False,True
32701,True,False,False,False
32704,False,False,False,True
32785,False,False,True,False
32941,False,False,False,True
33339,False,False,False,True
33436,False,False,False,True
33464,False,False,False,True
33465,False,False,False,True
33468,True,False,False,False
33586,True,False,False,False
33878,True,False,False,False
33888,False,False,False,True
33900,False,False,False,True
33904,False,False,False,True
33905,False,False,False,True
33907,False,False,False,True
33926,False,False,False,True
33963,True,False,False,False
33997,True,False,False,False
34001,True,False,False,False
34132,False,False,False,True
34176,False,False,False,True
34191,True,False,False,False
34194,True,False,False,False
34197,False,False,False,True
34207,False,False,False,True
34437,False,False,False,True
34471,True,False,False,False
34498,True,False,False,False
34499,True,False,False,False
34503,False,False,False,True
34509,False,False,False,True
34512,False,False,False,True
34517,False,False,False,True
34535,False,False,False,True
34557,False,False,False,True
34584,True,False,False,False
34680,False,False,False,True
34833,False,False,False,True
34877,True,False,False,False
34906,True,False,False,False
34916,True,False,False,False
34917,False,False,False,True
34925,True,False,False,False
34927,True,False,False,False
34960,False,False,False,True
34961,False,False,False,True
35097,False,False,True,False
35106,False,False,False,True
35109,True,False,False,False
35120,True,False,False,False
35122,True,False,False,False
35139,False,False,False,True
35142,False,False,False,True
35143,False,False,False,True
35144,False,False,True,False
35146,False,False,False,True
35156,True,False,False,False
35157,False,False,False,True
35158,False,False,False,True
35366,False,False,False,True
35370,True,False,False,False
35375,True,False,False,False
35379,True,False,False,False
35384,False,False,False,True
35535,False,False,False,True
35537,False,False,False,True
35725,False,False,False,True
35784,False,False,False,True
35891,False,False,False,True
35946,False,False,False,True
35962,True,False,False,False
35966,False,False,False,True
35968,True,False,False,False
35973,False,False,False,True
35990,True,False,False,False
35996,True,False,False,False
36114,False,False,False,True
36127,False,False,False,True
36283,True,False,False,False
36284,False,False,False,True
36285,True,False,False,False
36287,True,False,False,False
36313,True,False,False,False
36318,False,False,False,True
36416,False,False,False,True
36725,True,False,False,False
36806,False,False,True,False
36807,False,False,False,True
36817,False,False,False,True
37256,False,False,False,True
37485,False,False,False,True
37643,False,False,False,True
37967,True,False,False,False
38254,True,False,False,False
38825,True,False,False,False
38826,False,False,False,True
38890,False,False,False,True
38983,False,False,False,True
39128,False,False,False,True
39132,True,False,False,False
39160,False,False,False,True
39178,False,False,False,True
39186,False,False,False,True
39187,False,False,False,True
39500,False,False,False,True
39775,True,False,False,False
39801,False,False,False,True
39811,False,False,False,True
40020,False,False,False,True
40132,False,False,False,True
40133,False,False,False,True
40137,False,False,False,True
40139,False,False,False,True
40141,False,False,False,True
40191,False,False,False,True
40222,False,False,False,True
40619,False,False,False,True
40623,False,False,False,True
40627,True,False,False,False
40629,False,False,False,True
40772,True,False,False,False
40869,False,False,False,True
40879,False,False,False,True
40882,False,False,False,True
40884,False,False,False,True
41005,False,False,False,True
41010,False,False,False,True
41011,False,False,False,True
41110,False,False,False,True
41134,False,False,False,True
41230,True,False,False,False
41232,True,False,False,False
41236,False,False,False,True
41239,False,False,False,True
41241,False,False,False,True
41244,False,False,False,True
41245,False,False,False,True
41300,False,False,False,True
41309,False,False,False,True
41311,True,False,False,False
41312,True,False,False,False
41325,False,False,False,True
41332,False,False,False,True
41413,False,False,False,True
41415,True,False,False,False
41419,True,False,False,False
41504,False,False,False,True
41514,True,False,False,False
41515,False,False,False,True
41695,False,False,False,True
41696,False,False,False,True
41715,False,False,False,True
41769,True,False,False,False
42093,True,False,False,False
42130,True,False,False,False
42137,False,False,False,True
42151,False,False,False,True
42152,False,False,False,True
42303,True,False,False,False
42310,True,False,False,False
42346,True,False,False,False
42388,True,False,False,False
42391,False,False,False,True
42552,False,False,False,True
42726,False,False,False,True
42729,False,False,False,True
42731,False,False,False,True
42733,False,False,False,True
42753,False,False,False,True
42946,False,False,False,True
42951,False,False,False,True
42965,False,False,False,True
43023,False,False,False,True
43118,False,False,False,True
43151,True,False,False,False
43170,False,False,False,True
43188,False,False,False,True
43219,False,False,False,True
43226,True,False,False,False
43242,True,False,False,False
43265,True,False,False,False
43316,False,False,False,True
43407,False,False,False,True
43500,False,False,False,True
43553,True,False,False,False
43921,True,False,False,False
43925,False,False,False,True
43930,False,False,False,True
43943,False,False,False,True
43958,True,False,False,False
43960,True,False,False,False
43986,False,False,False,True
44160,True,False,False,False
44202,False,False,False,True
44205,False,False,True,False
44206,True,False,False,False
44237,False,False,False,True
44282,True,False,False,False
44296,False,False,False,True
44422,False,False,False,True
44431,True,False,False,False
44435,True,False,False,False
44445,False,False,True,False
44449,False,False,False,True
44473,True,False,False,False
44476,True,False,False,False
44649,True,False,False,False
44653,True,False,False,False
44654,True,False,False,False
44657,False,False,False,True
44692,True,False,False,False
44792,False,False,False,True
44863,False,False,False,True
44884,False,False,False,True
44889,False,False,False,True
44903,False,False,True,False
44935,True,False,False,False
44957,False,False,False,True
45033,False,False,False,True
45043,False,False,False,True
45049,False,False,False,True
45068,False,False,False,True
45085,True,False,False,False
45087,False,False,False,True
45135,False,False,False,True
45143,True,False,False,False
45157,False,False,False,True
45257,False,False,False,True
45261,False,False,False,True
45272,False,False,False,True
45273,False,False,False,True
45279,False,False,False,True
45319,False,False,False,True
45322,False,False,False,True
45361,False,False,False,True
45458,False,False,False,True
45460,True,False,False,False
45488,True,False,False,False
45560,False,False,False,True
45569,False,False,False,True
45634,False,False,True,False
45644,False,False,False,True
45645,False,False,False,True
45649,True,False,False,False
45664,False,False,False,True
45667,True,False,False,False
45685,False,False,False,True
45688,False,False,False,True
45854,False,False,False,True
45889,False,False,False,True
45890,False,False,False,True
45915,False,False,False,True
46022,True,False,False,False
46112,False,False,False,True
46113,False,False,False,True
46117,False,False,False,True
46211,False,False,False,True
46277,True,False,False,False
46288,False,False,False,True
46317,False,False,False,True
46340,False,False,False,True
46370,False,False,False,True
46397,True,False,False,False
46401,True,False,False,False
46416,True,False,False,False
46422,True,False,False,False
46524,False,False,False,True
46530,False,False,False,True
46533,False,False,False,True
46542,False,False,False,True
46547,True,False,False,False
46551,True,False,False,False
46566,False,False,False,True
46688,False,False,False,True
46713,True,False,False,False
46718,False,False,False,True
46729,False,False,False,True
46864,False,False,False,True
46865,False,False,False,True
46891,False,False,False,True
46940,False,False,True,False
46941,False,False,False,True
46943,False,False,False,True
47002,False,False,False,True
47016,False,False,False,True
47019,False,False,False,True
47066,True,False,False,False
47101,False,False,True,False
47111,False,False,False,True
47133,True,False,False,False
47139,True,False,False,False
47141,False,False,False,True
47165,False,False,False,True
47179,False,False,False,True
47180,False,False,False,True
47219,False,False,False,True
47220,False,False,False,True
47262,False,False,False,True
47263,False,False,False,True
47281,False,False,False,True
47319,False,False,False,True
47326,False,False,False,True
47333,False,False,False,True
47356,False,False,False,True
47357,False,False,False,True
47362,False,False,False,True
47395,False,False,False,True
47400,True,False,False,False
47405,False,False,False,True
47423,False,False,False,True
47491,False,False,True,False
47499,True,False,False,False
47522,True,False,False,False
47594,False,False,False,True
47702,True,False,False,False
47703,True,False,False,False
47705,False,False,False,True
47707,False,False,True,False
47739,False,False,False,True
47748,False,False,False,True
47751,False,False,False,True
47754,True,False,False,False
47795,False,False,False,True
47797,True,False,False,False
47827,True,False,False,False
47835,True,False,False,False
47870,True,False,False,False
47872,True,False,False,False
47911,False,False,False,True
47977,False,False,False,True
47990,True,False,False,False
48007,False,False,False,True
48063,False,False,False,True
48082,False,False,False,True
48084,False,False,False,True
48085,False,False,False,True
48100,False,False,False,True
48102,False,False,False,True
48104,False,False,False,True
48132,False,False,False,True
48208,True,False,False,False
48222,False,False,False,True
48229,True,False,False,False
48230,True,False,False,False
48251,True,False,False,False
48266,True,False,False,False
48272,True,False,False,False
48273,True,False,False,False
48285,True,False,False,False
48349,False,False,False,True
48353,True,False,False,False
48371,False,False,False,True
48372,False,False,False,True
48378,False,False,False,True
48382,True,False,False,False
48388,True,False,False,False
48391,True,False,False,False
48397,False,False,False,True
48399,False,False,False,True
48412,False,False,False,True
48415,True,False,False,False
48422,True,False,False,False
48424,False,False,False,True
48636,True,False,False,False
48640,False,False,False,True
48692,False,False,False,True
48749,False,False,False,True
48852,False,False,False,True
48856,False,False,False,True
48862,True,False,False,False
48875,False,False,False,True
48883,False,False,False,True
49001,True,False,False,False
49006,True,False,False,False
49077,False,False,False,True
49078,True,False,False,False
49090,True,False,False,False
49095,True,False,False,False
49124,False,False,False,True
49128,True,False,False,False
49145,False,False,False,True
49148,False,False,False,True
49271,True,False,False,False
49272,True,False,False,False
49300,True,False,False,False
49319,False,False,False,True
49341,True,False,False,False
49350,False,False,False,True
49413,False,False,False,True
49521,True,False,False,False
49751,False,False,False,True
49757,False,False,False,True
49758,True,False,False,False
49761,True,False,False,False
49774,False,False,False,True
49775,False,False,False,True
49880,True,False,False,False
49935,True,False,False,False
50127,True,False,False,False
50136,False,False,False,True
50145,True,False,False,False
50148,False,False,False,True
50154,False,False,True,False
50325,True,False,False,False
50327,True,False,False,False
50332,False,False,False,True
50356,False,False,False,True
50369,False,False,True,False
50411,False,False,False,True
50417,True,False,False,False
50575,False,False,False,True
50581,False,False,False,True
50582,True,False,False,False
50684,False,False,False,True
50687,True,False,False,False
50709,False,False,False,True
50737,True,False,False,False
50756,True,False,False,False
50833,False,False,True,False
50840,True,False,False,False
50843,True,False,False,False
50858,False,False,False,True
50891,False,False,False,True
51013,False,False,False,True
51101,False,False,False,True
51115,False,False,False,True
51230,False,False,False,True
51309,True,False,False,False
51310,True,False,False,False
51366,True,False,False,False
51386,True,False,False,False
51397,True,False,False,False
51407,False,False,False,True
51408,True,False,False,False
51450,True,False,False,False
51485,False,False,False,True
51499,False,False,False,True
51500,False,False,False,True
51503,False,False,False,True
51506,False,False,False,True
51539,False,False,False,True
51594,False,False,False,True
51602,True,False,False,False
51603,True,False,False,False
51612,False,False,False,True
51618,False,False,False,True
51621,False,False,False,True
51623,False,False,False,True
51728,False,False,False,True
51739,False,False,False,True
51768,False,False,False,True
51788,True,False,False,False
51796,True,False,False,False
51895,False,False,False,True
51935,True,False,False,False
51956,False,False,False,True
52024,False,False,False,True
52045,True,False,False,False
52139,False,False,False,True
52143,False,False,False,True
52289,False,False,False,True
52296,True,False,False,False
52305,False,False,False,True
52306,False,False,False,True
52315,False,False,False,True
52316,False,False,False,True
52406,True,False,False,False
52407,False,False,False,True
52410,False,False,False,True
52416,False,False,False,True
52419,False,False,False,True
52423,False,False,False,True
52426,False,False,False,True
52495,False,False,False,True
52500,False,False,False,True
52501,False,False,False,True
52502,False,False,False,True
52545,False,False,False,True
52584,True,False,False,False
52588,False,False,False,True
52613,False,False,False,True
52644,False,False,False,True
52648,True,False,False,False
52688,False,False,False,True
52700,True,False,False,False
52702,True,False,False,False
52715,False,False,False,True
52719,False,False,False,True
52722,False,False,False,True
52723,False,False,False,True
52786,True,False,False,False
52852,True,False,False,False
52860,False,False,False,True
52865,False,False,True,False
52878,False,False,False,True
52908,True,False,False,False
52912,False,False,False,True
52933,False,False,False,True
52958,True,False,False,False
53023,False,False,False,True
53031,False,False,False,True
53042,False,False,False,True
53096,False,False,False,True
53097,False,False,False,True
53104,False,False,False,True
53109,False,False,False,True
53193,True,False,False,False
53218,False,False,False,True
53219,True,False,False,False
53240,True,False,False,False
53298,True,False,False,False
53314,False,False,False,True
53335,False,False,False,True
53355,False,False,False,True
53382,False,False,True,False
53393,True,False,False,False
53447,False,False,False,True
53482,True,False,False,False
53496,False,False,False,True
53507,False,False,True,False
53527,True,False,False,False
53579,False,False,False,True
53619,True,False,False,False
53637,True,False,False,False
53640,False,False,False,True
53643,True,False,False,False
53656,True,False,False,False
53658,False,False,False,True
53686,True,False,False,False
53716,True,False,False,False
53718,False,False,False,True
53728,False,False,False,True
53738,False,False,False,True
53739,False,False,False,True
53747,False,False,False,True
53750,False,False,False,True
53751,False,False,False,True
53755,False,False,False,True
53756,False,False,False,True
53769,False,False,False,True
53779,False,False,False,True
53816,False,False,False,True
53820,True,False,False,False
53825,False,False,False,True
53826,True,False,False,False
53829,False,False,False,True
53832,True,False,False,False
53875,False,False,False,True
53879,False,False,False,True
53880,False,False,False,True
53883,False,False,False,True
53889,False,False,True,False
53890,False,False,False,True
53933,False,False,False,True
53934,True,False,False,False
53969,True,False,False,False
54015,True,False,False,False
54019,True,False,False,False
54021,False,False,True,False
54024,False,False,False,True
54027,True,False,False,False
54074,True,False,False,False
54098,False,False,False,True
54103,False,False,False,True
54106,False,False,False,True
54107,True,False,False,False
54123,True,False,False,False
54145,True,False,False,False
54150,True,False,False,False
54204,False,False,False,True
54205,False,False,False,True
54210,True,False,False,False
54213,True,False,False,False
54218,True,False,False,False
54220,True,False,False,False
54221,False,False,False,True
54222,True,False,False,False
54223,True,False,False,False
54226,False,False,False,True
54233,True,False,False,False
54334,False,False,False,True
54342,True,False,False,False
54343,False,False,False,True
54348,False,False,False,True
54350,False,False,False,True
54439,False,False,False,True
54444,False,False,False,True
54456,False,False,False,True
54457,False,False,False,True
54484,False,False,False,True
54485,True,False,False,False
54487,False,False,False,True
54489,True,False,False,False
54493,True,False,False,False
54502,False,False,False,True
54503,False,False,False,True
54566,False,False,False,True
54587,False,False,False,True
54588,True,False,False,False
54639,True,False,False,False
54673,True,False,False,False
54676,True,False,False,False
54679,False,False,False,True
54681,False,False,False,True
54682,False,False,False,True
54771,False,False,False,True
54786,False,False,False,True
54797,False,False,False,True
54989,False,False,False,True
54990,False,False,False,True
55106,False,False,False,True
55129,False,False,False,True
55333,False,False,False,True
55367,False,False,False,True
55413,False,False,False,True
55415,False,False,False,True
55429,False,False,False,True
55434,True,False,False,False
55456,True,False,False,False
55466,False,False,False,True
55467,True,False,False,False
55482,True,False,False,False
55502,True,False,False,False
55563,True,False,False,False
55567,False,False,False,True
55569,True,False,False,False
55595,False,False,True,False
55603,True,False,False,False
55662,True,False,False,False
55666,False,False,True,False
55670,False,False,False,True
55678,False,False,False,True
55680,True,False,False,False
55681,True,False,False,False
55717,True,False,False,False
55718,False,False,False,True
55720,True,False,False,False
55721,True,False,False,False
55768,False,False,False,True
55774,False,False,False,True
55776,True,False,False,False
55792,False,False,False,True
55904,True,False,False,False
55907,True,False,False,False
55982,False,False,False,True
55983,False,False,False,True
55984,True,False,False,False
55987,False,False,False,True
56025,False,False,False,True
56029,False,False,False,True
56032,True,False,False,False
56038,False,False,False,True
56061,False,False,False,True
56062,True,False,False,False
56066,False,False,False,True
56067,False,False,False,True
56136,False,False,False,True
56143,True,False,False,False
56147,False,False,False,True
56148,False,False,False,True
56258,False,False,False,True
56264,False,False,False,True
56283,False,False,False,True
56284,False,False,False,True
56393,False,False,False,True
56428,True,False,False,False
56434,False,False,False,True
56435,False,False,True,False
56481,False,False,False,True
56539,True,False,False,False
56545,True,False,False,False
56622,True,False,False,False
56714,False,False,False,True
56716,True,False,False,False
56717,False,False,False,True
56718,False,False,False,True
56722,True,False,False,False
56738,True,False,False,False
56739,False,False,False,True
56792,False,False,False,True
56796,False,False,False,True
56798,False,False,False,True
56824,False,False,False,True
56826,True,False,False,False
56827,True,False,False,False
56828,True,False,False,False
56830,True,False,False,False
56833,False,False,False,True
56842,True,False,False,False
56861,False,False,True,False
56871,False,False,False,True
56885,False,False,False,True
56894,False,False,False,True
56899,False,False,False,True
56902,False,False,False,True
56910,False,False,False,True
56995,True,False,False,False
56996,False,False,False,True
57038,True,False,False,False
57040,False,False,False,True
57060,False,False,False,True
57112,True,False,False,False
57125,True,False,False,False
57127,False,False,False,True
57128,False,False,False,True
57129,False,False,False,True
57132,False,False,False,True
57133,True,False,False,False
57138,False,False,False,True
57139,False,False,False,True
57186,True,False,False,False
57197,False,False,False,True
57211,True,False,False,False
57212,False,False,False,True
57215,False,False,False,True
57216,False,False,False,True
57218,True,False,False,False
57242,False,False,False,True
57293,False,False,False,True
57319,False,False,False,True
57349,True,False,False,False
57371,False,False,False,True
57392,True,False,False,False
57401,True,False,False,False
57405,False,False,False,True
57408,False,False,False,True
57410,False,False,False,True
57413,True,False,False,False
57417,True,False,False,False
57418,True,False,False,False
57421,True,False,False,False
57422,True,False,False,False
57424,True,False,False,False
57425,True,False,False,False
57432,False,False,False,True
57433,True,False,False,False
57435,True,False,False,False
57438,True,False,False,False
57439,False,False,False,True
57441,False,False,False,True
57476,False,False,False,True
57478,True,False,False,False
57479,True,False,False,False
57492,False,False,False,True
57512,True,False,False,False
57529,False,False,False,True
57535,False,False,True,False
57549,False,False,False,True
57555,False,False,False,True
57572,False,False,False,True
57603,True,False,False,False
57609,False,False,False,True
57614,True,False,False,False
57615,True,False,False,False
57616,False,False,False,True
57625,True,False,False,False
57664,False,False,False,True
57667,True,False,False,False
57679,True,False,False,False
57689,False,False,False,True
57695,False,False,False,True
57722,True,False,False,False
57727,True,False,False,False
57728,True,False,False,False
57729,True,False,False,False
57730,False,False,True,False
57731,True,False,False,False
57732,True,False,False,False
57735,False,False,False,True
57736,False,False,False,True
57737,False,False,False,True
57751,False,False,True,False
57769,False,False,False,True
57812,False,False,False,True
57825,False,False,True,False
57826,False,False,False,True
57827,False,False,False,True
57828,False,False,False,True
57856,True,False,False,False
57857,True,False,False,False
57866,False,False,False,True
57877,False,False,False,True
57881,False,False,False,True
57886,False,False,True,False
57887,True,False,False,False
57889,True,False,False,False
57890,False,False,False,True
57894,True,False,False,False
57912,True,False,False,False
57920,False,False,False,True
57921,False,False,False,True
57923,True,False,False,False
57927,False,False,False,True
57941,True,False,False,False
57948,True,False,False,False
57952,False,False,False,True
57956,True,False,False,False
57959,False,False,False,True
57961,True,False,False,False
57967,False,False,False,True
57996,False,False,False,True
58033,False,False,False,True
58041,False,False,False,True
58061,True,False,False,False
58066,True,False,False,False
58082,False,False,False,True
58083,False,False,False,True
58127,False,False,True,False
58132,True,False,False,False
58135,True,False,False,False
58136,False,False,False,True
58139,False,False,True,False
58151,True,False,False,False
58160,False,False,False,True
58194,True,False,False,False
58195,False,False,False,True
58196,False,False,False,True
58201,True,False,False,False
58202,True,False,False,False
58206,False,False,True,False
58208,False,False,False,True
58209,True,False,False,False
58211,False,False,False,True
58212,True,False,False,False
58222,False,False,False,True
58225,False,False,False,True
58226,True,False,False,False
58227,True,False,False,False
58241,True,False,False,False
58275,False,False,False,True
58300,False,False,False,True
58318,True,False,False,False
58330,True,False,False,False
58344,True,False,False,False
58349,False,False,False,True
58358,False,False,False,True
58396,True,False,False,False
